image_id,split,mode,backend,reason
9653659L,train,jsn_predicted,heuristic,jsn_predicted_success
9656390R,train,jsn_predicted,heuristic,jsn_predicted_success
9657654R,train,jsn_predicted,heuristic,jsn_predicted_success
9657917L,train,jsn_predicted,heuristic,jsn_predicted_success
9657917R,train,jsn_predicted,heuristic,jsn_predicted_success
9658152R,train,jsn_predicted,heuristic,jsn_predicted_success
9658923L,train,jsn_predicted,heuristic,jsn_predicted_success
9658955L,train,jsn_predicted,heuristic,jsn_predicted_success
9658955R,train,jsn_predicted,heuristic,jsn_predicted_success
9659659L,train,jsn_predicted,heuristic,jsn_predicted_success
9662112R,train,jsn_predicted,heuristic,jsn_predicted_success
9662427L,train,jsn_predicted,heuristic,jsn_predicted_success
9665672L,train,jsn_predicted,heuristic,jsn_predicted_success
9665973L,train,jsn_predicted,heuristic,jsn_predicted_success
9666175R,train,jsn_predicted,heuristic,jsn_predicted_success
9667253L,train,jsn_predicted,heuristic,jsn_predicted_success
9667694L,train,jsn_predicted,heuristic,jsn_predicted_success
9668126L,train,jsn_predicted,heuristic,jsn_predicted_success
9668271R,train,jsn_predicted,heuristic,jsn_predicted_success
9670700L,train,jsn_predicted,heuristic,jsn_predicted_success
9670760R,train,jsn_predicted,heuristic,jsn_predicted_success
9674454R,train,jsn_predicted,heuristic,jsn_predicted_success
9676041R,train,jsn_predicted,heuristic,jsn_predicted_success
9676996R,train,jsn_predicted,heuristic,jsn_predicted_success
9677734L,train,jsn_predicted,heuristic,jsn_predicted_success
9677734R,train,jsn_predicted,heuristic,jsn_predicted_success
9680194R,train,jsn_predicted,heuristic,jsn_predicted_success
9681113L,train,jsn_predicted,heuristic,jsn_predicted_success
9683704R,train,jsn_predicted,heuristic,jsn_predicted_success
9684211L,train,jsn_predicted,heuristic,jsn_predicted_success
9686777L,train,jsn_predicted,heuristic,jsn_predicted_success
9689083R,train,jsn_predicted,heuristic,jsn_predicted_success
9689906L,train,jsn_predicted,heuristic,jsn_predicted_success
9690331L,train,jsn_predicted,heuristic,jsn_predicted_success
9690331R,train,jsn_predicted,heuristic,jsn_predicted_success
9692417L,train,jsn_predicted,heuristic,jsn_predicted_success
9692923L,train,jsn_predicted,heuristic,jsn_predicted_success
9695111R,train,jsn_predicted,heuristic,jsn_predicted_success
9695430R,train,jsn_predicted,heuristic,jsn_predicted_success
9695621R,train,jsn_predicted,heuristic,jsn_predicted_success
9697342L,train,jsn_predicted,heuristic,jsn_predicted_success
9697342R,train,jsn_predicted,heuristic,jsn_predicted_success
9697466L,train,jsn_predicted,heuristic,jsn_predicted_success
9697466R,train,jsn_predicted,heuristic,jsn_predicted_success
9700163L,train,jsn_predicted,heuristic,jsn_predicted_success
9702463L,train,jsn_predicted,heuristic,jsn_predicted_success
9702463R,train,jsn_predicted,heuristic,jsn_predicted_success
9703327R,train,jsn_predicted,heuristic,jsn_predicted_success
9706983L,train,jsn_predicted,heuristic,jsn_predicted_success
9708289L,train,jsn_predicted,heuristic,jsn_predicted_success
9708647L,train,jsn_predicted,heuristic,jsn_predicted_success
9709444R,train,jsn_predicted,heuristic,jsn_predicted_success
9709906L,train,jsn_predicted,heuristic,jsn_predicted_success
9709990L,train,jsn_predicted,heuristic,jsn_predicted_success
9709990R,train,jsn_predicted,heuristic,jsn_predicted_success
9710912L,train,jsn_predicted,heuristic,jsn_predicted_success
9710912R,train,jsn_predicted,heuristic,jsn_predicted_success
9712471L,train,jsn_predicted,heuristic,jsn_predicted_success
9712762L,train,jsn_predicted,heuristic,jsn_predicted_success
9713153L,train,jsn_predicted,heuristic,jsn_predicted_success
9713904L,train,jsn_predicted,heuristic,jsn_predicted_success
9714465L,train,jsn_predicted,heuristic,jsn_predicted_success
9714465R,train,jsn_predicted,heuristic,jsn_predicted_success
9714513R,train,jsn_predicted,heuristic,jsn_predicted_success
9715892R,train,jsn_predicted,heuristic,jsn_predicted_success
9716412L,train,jsn_predicted,heuristic,jsn_predicted_success
9716478L,train,jsn_predicted,heuristic,jsn_predicted_success
9716478R,train,jsn_predicted,heuristic,jsn_predicted_success
9717730L,train,jsn_predicted,heuristic,jsn_predicted_success
9717730R,train,jsn_predicted,heuristic,jsn_predicted_success
9718881L,train,jsn_predicted,heuristic,jsn_predicted_success
9718951L,train,jsn_predicted,heuristic,jsn_predicted_success
9718951R,train,jsn_predicted,heuristic,jsn_predicted_success
9722408L,train,jsn_predicted,heuristic,jsn_predicted_success
9722408R,train,jsn_predicted,heuristic,jsn_predicted_success
9723575R,train,jsn_predicted,heuristic,jsn_predicted_success
9725081R,train,jsn_predicted,heuristic,jsn_predicted_success
9727207L,train,jsn_predicted,heuristic,jsn_predicted_success
9728546L,train,jsn_predicted,heuristic,jsn_predicted_success
9729094R,train,jsn_predicted,heuristic,jsn_predicted_success
9730488R,train,jsn_predicted,heuristic,jsn_predicted_success
9732525L,train,jsn_predicted,heuristic,jsn_predicted_success
9735538L,train,jsn_predicted,heuristic,jsn_predicted_success
9735538R,train,jsn_predicted,heuristic,jsn_predicted_success
9737302R,train,jsn_predicted,heuristic,jsn_predicted_success
9738547L,train,jsn_predicted,heuristic,jsn_predicted_success
9738547R,train,jsn_predicted,heuristic,jsn_predicted_success
9739273R,train,jsn_predicted,heuristic,jsn_predicted_success
9739540L,train,jsn_predicted,heuristic,jsn_predicted_success
9739711L,train,jsn_predicted,heuristic,jsn_predicted_success
9739820L,train,jsn_predicted,heuristic,jsn_predicted_success
9739820R,train,jsn_predicted,heuristic,jsn_predicted_success
9743577R,train,jsn_predicted,heuristic,jsn_predicted_success
9744584R,train,jsn_predicted,heuristic,jsn_predicted_success
9745458L,train,jsn_predicted,heuristic,jsn_predicted_success
9745853L,train,jsn_predicted,heuristic,jsn_predicted_success
9746090L,train,jsn_predicted,heuristic,jsn_predicted_success
9748587L,train,jsn_predicted,heuristic,jsn_predicted_success
9750072L,train,jsn_predicted,heuristic,jsn_predicted_success
9750072R,train,jsn_predicted,heuristic,jsn_predicted_success
9750582L,train,jsn_predicted,heuristic,jsn_predicted_success
9752412L,train,jsn_predicted,heuristic,jsn_predicted_success
9753414L,train,jsn_predicted,heuristic,jsn_predicted_success
9753580L,train,jsn_predicted,heuristic,jsn_predicted_success
9753894L,train,jsn_predicted,heuristic,jsn_predicted_success
9753894R,train,jsn_predicted,heuristic,jsn_predicted_success
9762454L,train,jsn_predicted,heuristic,jsn_predicted_success
9762454R,train,jsn_predicted,heuristic,jsn_predicted_success
9762973R,train,jsn_predicted,heuristic,jsn_predicted_success
9763603L,train,jsn_predicted,heuristic,jsn_predicted_success
9763603R,train,jsn_predicted,heuristic,jsn_predicted_success
9764454L,train,jsn_predicted,heuristic,jsn_predicted_success
9764936L,train,jsn_predicted,heuristic,jsn_predicted_success
9764936R,train,jsn_predicted,heuristic,jsn_predicted_success
9764947L,train,jsn_predicted,heuristic,jsn_predicted_success
9765203L,train,jsn_predicted,heuristic,jsn_predicted_success
9765203R,train,jsn_predicted,heuristic,jsn_predicted_success
9765432R,train,jsn_predicted,heuristic,jsn_predicted_success
9766202L,train,jsn_predicted,heuristic,jsn_predicted_success
9767446R,train,jsn_predicted,heuristic,jsn_predicted_success
9767980L,train,jsn_predicted,heuristic,jsn_predicted_success
9768869L,train,jsn_predicted,heuristic,jsn_predicted_success
9771214L,train,jsn_predicted,heuristic,jsn_predicted_success
9771727R,train,jsn_predicted,heuristic,jsn_predicted_success
9772736L,train,jsn_predicted,heuristic,jsn_predicted_success
9772736R,train,jsn_predicted,heuristic,jsn_predicted_success
9775009L,train,jsn_predicted,heuristic,jsn_predicted_success
9775009R,train,jsn_predicted,heuristic,jsn_predicted_success
9777014R,train,jsn_predicted,heuristic,jsn_predicted_success
9777033R,train,jsn_predicted,heuristic,jsn_predicted_success
9777777L,train,jsn_predicted,heuristic,jsn_predicted_success
9780275L,train,jsn_predicted,heuristic,jsn_predicted_success
9780275R,train,jsn_predicted,heuristic,jsn_predicted_success
9780584L,train,jsn_predicted,heuristic,jsn_predicted_success
9780584R,train,jsn_predicted,heuristic,jsn_predicted_success
9781154L,train,jsn_predicted,heuristic,jsn_predicted_success
9781154R,train,jsn_predicted,heuristic,jsn_predicted_success
9781279R,train,jsn_predicted,heuristic,jsn_predicted_success
9781749L,train,jsn_predicted,heuristic,jsn_predicted_success
9781796L,train,jsn_predicted,heuristic,jsn_predicted_success
9784170L,train,jsn_predicted,heuristic,jsn_predicted_success
9785185L,train,jsn_predicted,heuristic,jsn_predicted_success
9786191L,train,jsn_predicted,heuristic,jsn_predicted_success
9787576R,train,jsn_predicted,heuristic,jsn_predicted_success
9788507L,train,jsn_predicted,heuristic,jsn_predicted_success
9789095L,train,jsn_predicted,heuristic,jsn_predicted_success
9791110L,train,jsn_predicted,heuristic,jsn_predicted_success
9791110R,train,jsn_predicted,heuristic,jsn_predicted_success
9792220L,train,jsn_predicted,heuristic,jsn_predicted_success
9792220R,train,jsn_predicted,heuristic,jsn_predicted_success
9792535L,train,jsn_predicted,heuristic,jsn_predicted_success
9792535R,train,jsn_predicted,heuristic,jsn_predicted_success
9792833L,train,jsn_predicted,heuristic,jsn_predicted_success
9793168L,train,jsn_predicted,heuristic,jsn_predicted_success
9793168R,train,jsn_predicted,heuristic,jsn_predicted_success
9793543R,train,jsn_predicted,heuristic,jsn_predicted_success
9793657L,train,jsn_predicted,heuristic,jsn_predicted_success
9793657R,train,jsn_predicted,heuristic,jsn_predicted_success
9793680R,train,jsn_predicted,heuristic,jsn_predicted_success
9793882L,train,jsn_predicted,heuristic,jsn_predicted_success
9793882R,train,jsn_predicted,heuristic,jsn_predicted_success
9795559R,train,jsn_predicted,heuristic,jsn_predicted_success
9797641L,train,jsn_predicted,heuristic,jsn_predicted_success
9800098R,train,jsn_predicted,heuristic,jsn_predicted_success
9800285L,train,jsn_predicted,heuristic,jsn_predicted_success
9800677R,train,jsn_predicted,heuristic,jsn_predicted_success
9802170L,train,jsn_predicted,heuristic,jsn_predicted_success
9803586R,train,jsn_predicted,heuristic,jsn_predicted_success
9803881L,train,jsn_predicted,heuristic,jsn_predicted_success
9803881R,train,jsn_predicted,heuristic,jsn_predicted_success
9806459L,train,jsn_predicted,heuristic,jsn_predicted_success
9806459R,train,jsn_predicted,heuristic,jsn_predicted_success
9807724L,train,jsn_predicted,heuristic,jsn_predicted_success
9807724R,train,jsn_predicted,heuristic,jsn_predicted_success
9808600L,train,jsn_predicted,heuristic,jsn_predicted_success
9808818R,train,jsn_predicted,heuristic,jsn_predicted_success
9810742R,train,jsn_predicted,heuristic,jsn_predicted_success
9811940R,train,jsn_predicted,heuristic,jsn_predicted_success
9811971L,train,jsn_predicted,heuristic,jsn_predicted_success
9815358L,train,jsn_predicted,heuristic,jsn_predicted_success
9816968R,train,jsn_predicted,heuristic,jsn_predicted_success
9820245R,train,jsn_predicted,heuristic,jsn_predicted_success
9820271R,train,jsn_predicted,heuristic,jsn_predicted_success
9820479R,train,jsn_predicted,heuristic,jsn_predicted_success
9821480L,train,jsn_predicted,heuristic,jsn_predicted_success
9821480R,train,jsn_predicted,heuristic,jsn_predicted_success
9821872L,train,jsn_predicted,heuristic,jsn_predicted_success
9822877R,train,jsn_predicted,heuristic,jsn_predicted_success
9823388R,train,jsn_predicted,heuristic,jsn_predicted_success
9824274R,train,jsn_predicted,heuristic,jsn_predicted_success
9825707R,train,jsn_predicted,heuristic,jsn_predicted_success
9825783L,train,jsn_predicted,heuristic,jsn_predicted_success
9826718L,train,jsn_predicted,heuristic,jsn_predicted_success
9826718R,train,jsn_predicted,heuristic,jsn_predicted_success
9833782L,train,jsn_predicted,heuristic,jsn_predicted_success
9834325R,train,jsn_predicted,heuristic,jsn_predicted_success
9835784L,train,jsn_predicted,heuristic,jsn_predicted_success
9835784R,train,jsn_predicted,heuristic,jsn_predicted_success
9835852L,train,jsn_predicted,heuristic,jsn_predicted_success
9836330R,train,jsn_predicted,heuristic,jsn_predicted_success
9836853R,train,jsn_predicted,heuristic,jsn_predicted_success
9837987R,train,jsn_predicted,heuristic,jsn_predicted_success
9840817R,train,jsn_predicted,heuristic,jsn_predicted_success
9844581R,train,jsn_predicted,heuristic,jsn_predicted_success
9845238L,train,jsn_predicted,heuristic,jsn_predicted_success
9846831L,train,jsn_predicted,heuristic,jsn_predicted_success
9849372L,train,jsn_predicted,heuristic,jsn_predicted_success
9853562R,train,jsn_predicted,heuristic,jsn_predicted_success
9855149L,train,jsn_predicted,heuristic,jsn_predicted_success
9856356R,train,jsn_predicted,heuristic,jsn_predicted_success
9859361L,train,jsn_predicted,heuristic,jsn_predicted_success
9860356L,train,jsn_predicted,heuristic,jsn_predicted_success
9860552L,train,jsn_predicted,heuristic,jsn_predicted_success
9860552R,train,jsn_predicted,heuristic,jsn_predicted_success
9860637R,train,jsn_predicted,heuristic,jsn_predicted_success
9860831R,train,jsn_predicted,heuristic,jsn_predicted_success
9861303R,train,jsn_predicted,heuristic,jsn_predicted_success
9861824R,train,jsn_predicted,heuristic,jsn_predicted_success
9866765R,train,jsn_predicted,heuristic,jsn_predicted_success
9871240L,train,jsn_predicted,heuristic,jsn_predicted_success
9871240R,train,jsn_predicted,heuristic,jsn_predicted_success
9871347R,train,jsn_predicted,heuristic,jsn_predicted_success
9871807L,train,jsn_predicted,heuristic,jsn_predicted_success
9871807R,train,jsn_predicted,heuristic,jsn_predicted_success
9872010L,train,jsn_predicted,heuristic,jsn_predicted_success
9872010R,train,jsn_predicted,heuristic,jsn_predicted_success
9872241L,train,jsn_predicted,heuristic,jsn_predicted_success
9872828L,train,jsn_predicted,heuristic,jsn_predicted_success
9873823R,train,jsn_predicted,heuristic,jsn_predicted_success
9874784R,train,jsn_predicted,heuristic,jsn_predicted_success
9875724L,train,jsn_predicted,heuristic,jsn_predicted_success
9875724R,train,jsn_predicted,heuristic,jsn_predicted_success
9875794L,train,jsn_predicted,heuristic,jsn_predicted_success
9877252L,train,jsn_predicted,heuristic,jsn_predicted_success
9877252R,train,jsn_predicted,heuristic,jsn_predicted_success
9880794L,train,jsn_predicted,heuristic,jsn_predicted_success
9882326R,train,jsn_predicted,heuristic,jsn_predicted_success
9883539L,train,jsn_predicted,heuristic,jsn_predicted_success
9883715R,train,jsn_predicted,heuristic,jsn_predicted_success
9884303R,train,jsn_predicted,heuristic,jsn_predicted_success
9884320L,train,jsn_predicted,heuristic,jsn_predicted_success
9884320R,train,jsn_predicted,heuristic,jsn_predicted_success
9886047R,train,jsn_predicted,heuristic,jsn_predicted_success
9887094L,train,jsn_predicted,heuristic,jsn_predicted_success
9887310L,train,jsn_predicted,heuristic,jsn_predicted_success
9888515R,train,jsn_predicted,heuristic,jsn_predicted_success
9890238R,train,jsn_predicted,heuristic,jsn_predicted_success
9891264L,train,jsn_predicted,heuristic,jsn_predicted_success
9893182R,train,jsn_predicted,heuristic,jsn_predicted_success
9893482L,train,jsn_predicted,heuristic,jsn_predicted_success
9894047R,train,jsn_predicted,heuristic,jsn_predicted_success
9894184L,train,jsn_predicted,heuristic,jsn_predicted_success
9895750L,train,jsn_predicted,heuristic,jsn_predicted_success
9898404L,train,jsn_predicted,heuristic,jsn_predicted_success
9898404R,train,jsn_predicted,heuristic,jsn_predicted_success
9898669L,train,jsn_predicted,heuristic,jsn_predicted_success
9898669R,train,jsn_predicted,heuristic,jsn_predicted_success
9898745R,train,jsn_predicted,heuristic,jsn_predicted_success
9900668L,train,jsn_predicted,heuristic,jsn_predicted_success
9900761L,train,jsn_predicted,heuristic,jsn_predicted_success
9902757L,train,jsn_predicted,heuristic,jsn_predicted_success
9902772R,train,jsn_predicted,heuristic,jsn_predicted_success
9903020R,train,jsn_predicted,heuristic,jsn_predicted_success
9906027L,train,jsn_predicted,heuristic,jsn_predicted_success
9906027R,train,jsn_predicted,heuristic,jsn_predicted_success
9907090R,train,jsn_predicted,heuristic,jsn_predicted_success
9907282L,train,jsn_predicted,heuristic,jsn_predicted_success
9907767L,train,jsn_predicted,heuristic,jsn_predicted_success
9907800L,train,jsn_predicted,heuristic,jsn_predicted_success
9907800R,train,jsn_predicted,heuristic,jsn_predicted_success
9907998L,train,jsn_predicted,heuristic,jsn_predicted_success
9909773L,train,jsn_predicted,heuristic,jsn_predicted_success
9909773R,train,jsn_predicted,heuristic,jsn_predicted_success
9910268R,train,jsn_predicted,heuristic,jsn_predicted_success
9911265R,train,jsn_predicted,heuristic,jsn_predicted_success
9913281R,train,jsn_predicted,heuristic,jsn_predicted_success
9913323L,train,jsn_predicted,heuristic,jsn_predicted_success
9913323R,train,jsn_predicted,heuristic,jsn_predicted_success
9914317L,train,jsn_predicted,heuristic,jsn_predicted_success
9914317R,train,jsn_predicted,heuristic,jsn_predicted_success
9915677L,train,jsn_predicted,heuristic,jsn_predicted_success
9915677R,train,jsn_predicted,heuristic,jsn_predicted_success
9916319L,train,jsn_predicted,heuristic,jsn_predicted_success
9916496R,train,jsn_predicted,heuristic,jsn_predicted_success
9917505R,train,jsn_predicted,heuristic,jsn_predicted_success
9920168R,train,jsn_predicted,heuristic,jsn_predicted_success
9921353L,train,jsn_predicted,heuristic,jsn_predicted_success
9923601L,train,jsn_predicted,heuristic,jsn_predicted_success
9923601R,train,jsn_predicted,heuristic,jsn_predicted_success
9926617R,train,jsn_predicted,heuristic,jsn_predicted_success
9927054L,train,jsn_predicted,heuristic,jsn_predicted_success
9927054R,train,jsn_predicted,heuristic,jsn_predicted_success
9928319R,train,jsn_predicted,heuristic,jsn_predicted_success
9930863R,train,jsn_predicted,heuristic,jsn_predicted_success
9935307R,train,jsn_predicted,heuristic,jsn_predicted_success
9935448L,train,jsn_predicted,heuristic,jsn_predicted_success
9935448R,train,jsn_predicted,heuristic,jsn_predicted_success
9936238L,train,jsn_predicted,heuristic,jsn_predicted_success
9936238R,train,jsn_predicted,heuristic,jsn_predicted_success
9939547R,train,jsn_predicted,heuristic,jsn_predicted_success
9942724L,train,jsn_predicted,heuristic,jsn_predicted_success
9942724R,train,jsn_predicted,heuristic,jsn_predicted_success
9943227L,train,jsn_predicted,heuristic,jsn_predicted_success
9948016L,train,jsn_predicted,heuristic,jsn_predicted_success
9949321L,train,jsn_predicted,heuristic,jsn_predicted_success
9950688R,train,jsn_predicted,heuristic,jsn_predicted_success
9951775L,train,jsn_predicted,heuristic,jsn_predicted_success
9951775R,train,jsn_predicted,heuristic,jsn_predicted_success
9951821R,train,jsn_predicted,heuristic,jsn_predicted_success
9952273R,train,jsn_predicted,heuristic,jsn_predicted_success
9953302L,train,jsn_predicted,heuristic,jsn_predicted_success
9953302R,train,jsn_predicted,heuristic,jsn_predicted_success
9954937R,train,jsn_predicted,heuristic,jsn_predicted_success
9956822L,train,jsn_predicted,heuristic,jsn_predicted_success
9956822R,train,jsn_predicted,heuristic,jsn_predicted_success
9957519L,train,jsn_predicted,heuristic,jsn_predicted_success
9957519R,train,jsn_predicted,heuristic,jsn_predicted_success
9960949L,train,jsn_predicted,heuristic,jsn_predicted_success
9960949R,train,jsn_predicted,heuristic,jsn_predicted_success
9961728L,train,jsn_predicted,heuristic,jsn_predicted_success
9964232L,train,jsn_predicted,heuristic,jsn_predicted_success
9964777L,train,jsn_predicted,heuristic,jsn_predicted_success
9964777R,train,jsn_predicted,heuristic,jsn_predicted_success
9966213L,train,jsn_predicted,heuristic,jsn_predicted_success
9966213R,train,jsn_predicted,heuristic,jsn_predicted_success
9969009R,train,jsn_predicted,heuristic,jsn_predicted_success
9970477L,train,jsn_predicted,heuristic,jsn_predicted_success
9970477R,train,jsn_predicted,heuristic,jsn_predicted_success
9971531L,train,jsn_predicted,heuristic,jsn_predicted_success
9973322L,train,jsn_predicted,heuristic,jsn_predicted_success
9973569L,train,jsn_predicted,heuristic,jsn_predicted_success
9973722L,train,jsn_predicted,heuristic,jsn_predicted_success
9973722R,train,jsn_predicted,heuristic,jsn_predicted_success
9974855L,train,jsn_predicted,heuristic,jsn_predicted_success
9974855R,train,jsn_predicted,heuristic,jsn_predicted_success
9975778L,train,jsn_predicted,heuristic,jsn_predicted_success
9975778R,train,jsn_predicted,heuristic,jsn_predicted_success
9976207L,train,jsn_predicted,heuristic,jsn_predicted_success
9976207R,train,jsn_predicted,heuristic,jsn_predicted_success
9977706L,train,jsn_predicted,heuristic,jsn_predicted_success
9977706R,train,jsn_predicted,heuristic,jsn_predicted_success
9981798L,train,jsn_predicted,heuristic,jsn_predicted_success
9981798R,train,jsn_predicted,heuristic,jsn_predicted_success
9982186R,train,jsn_predicted,heuristic,jsn_predicted_success
9984485L,train,jsn_predicted,heuristic,jsn_predicted_success
9985803R,train,jsn_predicted,heuristic,jsn_predicted_success
9988820L,train,jsn_predicted,heuristic,jsn_predicted_success
9988891L,train,jsn_predicted,heuristic,jsn_predicted_success
9990072L,train,jsn_predicted,heuristic,jsn_predicted_success
9990072R,train,jsn_predicted,heuristic,jsn_predicted_success
9990698R,train,jsn_predicted,heuristic,jsn_predicted_success
9992756L,train,jsn_predicted,heuristic,jsn_predicted_success
9993261L,train,jsn_predicted,heuristic,jsn_predicted_success
9996345R,train,jsn_predicted,heuristic,jsn_predicted_success
9999510R,train,jsn_predicted,heuristic,jsn_predicted_success
9999878L,train,jsn_predicted,heuristic,jsn_predicted_success
9057976R,train,jsn_predicted,heuristic,jsn_predicted_success
9058692L,train,jsn_predicted,heuristic,jsn_predicted_success
9058692R,train,jsn_predicted,heuristic,jsn_predicted_success
9058960R,train,jsn_predicted,heuristic,jsn_predicted_success
9059391L,train,jsn_predicted,heuristic,jsn_predicted_success
9059391R,train,jsn_predicted,heuristic,jsn_predicted_success
9060930L,train,jsn_predicted,heuristic,jsn_predicted_success
9060930R,train,jsn_predicted,heuristic,jsn_predicted_success
9061827L,train,jsn_predicted,heuristic,jsn_predicted_success
9061936L,train,jsn_predicted,heuristic,jsn_predicted_success
9061936R,train,jsn_predicted,heuristic,jsn_predicted_success
9063928R,train,jsn_predicted,heuristic,jsn_predicted_success
9063955L,train,jsn_predicted,heuristic,jsn_predicted_success
9063955R,train,jsn_predicted,heuristic,jsn_predicted_success
9064464L,train,jsn_predicted,heuristic,jsn_predicted_success
9064927L,train,jsn_predicted,heuristic,jsn_predicted_success
9064927R,train,jsn_predicted,heuristic,jsn_predicted_success
9065272R,train,jsn_predicted,heuristic,jsn_predicted_success
9065433L,train,jsn_predicted,heuristic,jsn_predicted_success
9065820L,train,jsn_predicted,heuristic,jsn_predicted_success
9065952L,train,jsn_predicted,heuristic,jsn_predicted_success
9065952R,train,jsn_predicted,heuristic,jsn_predicted_success
9066425R,train,jsn_predicted,heuristic,jsn_predicted_success
9066921L,train,jsn_predicted,heuristic,jsn_predicted_success
9067913L,train,jsn_predicted,heuristic,jsn_predicted_success
9067913R,train,jsn_predicted,heuristic,jsn_predicted_success
9068305L,train,jsn_predicted,heuristic,jsn_predicted_success
9068305R,train,jsn_predicted,heuristic,jsn_predicted_success
9068894R,train,jsn_predicted,heuristic,jsn_predicted_success
9069117L,train,jsn_predicted,heuristic,jsn_predicted_success
9069117R,train,jsn_predicted,heuristic,jsn_predicted_success
9071463L,train,jsn_predicted,heuristic,jsn_predicted_success
9071669L,train,jsn_predicted,heuristic,jsn_predicted_success
9071669R,train,jsn_predicted,heuristic,jsn_predicted_success
9072281R,train,jsn_predicted,heuristic,jsn_predicted_success
9072646L,train,jsn_predicted,heuristic,jsn_predicted_success
9074437R,train,jsn_predicted,heuristic,jsn_predicted_success
9074878L,train,jsn_predicted,heuristic,jsn_predicted_success
9074878R,train,jsn_predicted,heuristic,jsn_predicted_success
9075418L,train,jsn_predicted,heuristic,jsn_predicted_success
9076489L,train,jsn_predicted,heuristic,jsn_predicted_success
9076489R,train,jsn_predicted,heuristic,jsn_predicted_success
9076604R,train,jsn_predicted,heuristic,jsn_predicted_success
9076879R,train,jsn_predicted,heuristic,jsn_predicted_success
9081362R,train,jsn_predicted,heuristic,jsn_predicted_success
9083113R,train,jsn_predicted,heuristic,jsn_predicted_success
9083500R,train,jsn_predicted,heuristic,jsn_predicted_success
9083898R,train,jsn_predicted,heuristic,jsn_predicted_success
9084611L,train,jsn_predicted,heuristic,jsn_predicted_success
9084611R,train,jsn_predicted,heuristic,jsn_predicted_success
9085892R,train,jsn_predicted,heuristic,jsn_predicted_success
9088414L,train,jsn_predicted,heuristic,jsn_predicted_success
9089119L,train,jsn_predicted,heuristic,jsn_predicted_success
9089119R,train,jsn_predicted,heuristic,jsn_predicted_success
9089138L,train,jsn_predicted,heuristic,jsn_predicted_success
9090740L,train,jsn_predicted,heuristic,jsn_predicted_success
9091131L,train,jsn_predicted,heuristic,jsn_predicted_success
9093108R,train,jsn_predicted,heuristic,jsn_predicted_success
9093126R,train,jsn_predicted,heuristic,jsn_predicted_success
9093244L,train,jsn_predicted,heuristic,jsn_predicted_success
9093244R,train,jsn_predicted,heuristic,jsn_predicted_success
9094865L,train,jsn_predicted,heuristic,jsn_predicted_success
9094865R,train,jsn_predicted,heuristic,jsn_predicted_success
9095865R,train,jsn_predicted,heuristic,jsn_predicted_success
9096724R,train,jsn_predicted,heuristic,jsn_predicted_success
9097409L,train,jsn_predicted,heuristic,jsn_predicted_success
9097409R,train,jsn_predicted,heuristic,jsn_predicted_success
9098882R,train,jsn_predicted,heuristic,jsn_predicted_success
9098924L,train,jsn_predicted,heuristic,jsn_predicted_success
9099961R,train,jsn_predicted,heuristic,jsn_predicted_success
9101270R,train,jsn_predicted,heuristic,jsn_predicted_success
9101854R,train,jsn_predicted,heuristic,jsn_predicted_success
9103365L,train,jsn_predicted,heuristic,jsn_predicted_success
9103365R,train,jsn_predicted,heuristic,jsn_predicted_success
9103449R,train,jsn_predicted,heuristic,jsn_predicted_success
9103642L,train,jsn_predicted,heuristic,jsn_predicted_success
9103783R,train,jsn_predicted,heuristic,jsn_predicted_success
9106688L,train,jsn_predicted,heuristic,jsn_predicted_success
9106974L,train,jsn_predicted,heuristic,jsn_predicted_success
9106974R,train,jsn_predicted,heuristic,jsn_predicted_success
9108688L,train,jsn_predicted,heuristic,jsn_predicted_success
9109062L,train,jsn_predicted,heuristic,jsn_predicted_success
9109062R,train,jsn_predicted,heuristic,jsn_predicted_success
9113414R,train,jsn_predicted,heuristic,jsn_predicted_success
9113529L,train,jsn_predicted,heuristic,jsn_predicted_success
9113529R,train,jsn_predicted,heuristic,jsn_predicted_success
9114036L,train,jsn_predicted,heuristic,jsn_predicted_success
9115525R,train,jsn_predicted,heuristic,jsn_predicted_success
9116534L,train,jsn_predicted,heuristic,jsn_predicted_success
9116754R,train,jsn_predicted,heuristic,jsn_predicted_success
9117951L,train,jsn_predicted,heuristic,jsn_predicted_success
9118061R,train,jsn_predicted,heuristic,jsn_predicted_success
9118211L,train,jsn_predicted,heuristic,jsn_predicted_success
9118211R,train,jsn_predicted,heuristic,jsn_predicted_success
9118799L,train,jsn_predicted,heuristic,jsn_predicted_success
9118799R,train,jsn_predicted,heuristic,jsn_predicted_success
9119527L,train,jsn_predicted,heuristic,jsn_predicted_success
9120941L,train,jsn_predicted,heuristic,jsn_predicted_success
9126014R,train,jsn_predicted,heuristic,jsn_predicted_success
9127484L,train,jsn_predicted,heuristic,jsn_predicted_success
9127484R,train,jsn_predicted,heuristic,jsn_predicted_success
9127864R,train,jsn_predicted,heuristic,jsn_predicted_success
9128011R,train,jsn_predicted,heuristic,jsn_predicted_success
9128923R,train,jsn_predicted,heuristic,jsn_predicted_success
9129270R,train,jsn_predicted,heuristic,jsn_predicted_success
9130641L,train,jsn_predicted,heuristic,jsn_predicted_success
9130641R,train,jsn_predicted,heuristic,jsn_predicted_success
9131969L,train,jsn_predicted,heuristic,jsn_predicted_success
9131969R,train,jsn_predicted,heuristic,jsn_predicted_success
9135752R,train,jsn_predicted,heuristic,jsn_predicted_success
